Name,Ht,Wt,Reach,Stance,Career W,Career L,DOB,born_year
Wayne Phillips,--,185 lbs.,--,,7,7,"Jun 17, 1983",1983
Chad Mendes,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,"May 01, 1985",1985
Forrest Petz,"5' 9""",170 lbs.,"71.0""",Orthodox,26,10,"Sep 22, 1975",1975
Nam Phan,"5' 6""",135 lbs.,"70.0""",Orthodox,21,17,"Mar 13, 1983",1983
Dino Pezao,--,205 lbs.,--,Orthodox,1,3,--,--
Cody Pfister,"5' 10""",155 lbs.,"73.0""",Orthodox,13,6,"Jul 12, 1990",1990
Sergio Pettis,"5' 6""",125 lbs.,"69.0""",Orthodox,18,5,"Aug 18, 1993",1993
Antonio Mendes,"6' 3""",205 lbs.,"77.0""",Southpaw,18,13,"Apr 19, 1981",1981
Anthony Pettis,"5' 10""",155 lbs.,"72.0""",Orthodox,24,10,"Jan 27, 1987",1987
Nair Melikyan,"5' 6""",155 lbs.,--,,11,0,"Aug 08, 1997",1997
Vanessa Melo,"5' 5""",135 lbs.,"65.0""",Orthodox,11,8,"Mar 27, 1988",1988
Fabio Mello,"5' 5""",155 lbs.,--,Southpaw,11,8,--,--
Marcelo Mello,"5' 7""",170 lbs.,--,Southpaw,1,0,--,--
Gilbert Melendez,"5' 9""",145 lbs.,"73.0""",Orthodox,22,8,"Apr 12, 1982",1982
Brandon Melendez,"5' 11""",155 lbs.,--,Southpaw,25,25,"Mar 24, 1983",1983
Brian Melancon,"5' 8""",170 lbs.,--,Orthodox,7,3,"May 28, 1982",1982
Bryce Mejia,"6' 1""",170 lbs.,--,,3,1,--,--
Peter Petties,"5' 11""",145 lbs.,"72.0""",Southpaw,5,3,"Dec 20, 1990",1990
Seth Petruzelli,"6' 0""",205 lbs.,"76.0""",Orthodox,14,8,"Dec 03, 1979",1979
Jordan Mein,"6' 0""",170 lbs.,"73.0""",Orthodox,31,12,"Oct 10, 1989",1989
Andre Petroski,"6' 0""",185 lbs.,"73.0""",Switch,11,4,"Jun 12, 1991",1991
Ivana Petrovic,"5' 8""",125 lbs.,"70.0""",Southpaw,7,1,"Jun 11, 1994",1994
Armen Petrosyan,"6' 3""",185 lbs.,"71.0""",Orthodox,9,3,"Nov 02, 1990",1990
Vitor Petrino,"6' 2""",205 lbs.,"77.0""",Orthodox,11,1,"Aug 28, 1997",1997
Steven Peterson,"5' 10""",145 lbs.,"70.0""",Orthodox,19,11,"May 29, 1990",1990
Thomas Petersen,"6' 1""",264 lbs.,"74.0""",Southpaw,9,2,"Mar 30, 1995",1995
Tommy Petersen,--,155 lbs.,--,,2,3,--,--
Miika Mehmet,--,205 lbs.,--,Orthodox,3,5,--,--
Derrick Mehmen,"6' 4""",205 lbs.,--,,19,9,"May 30, 1985",1985
Frank Megallon,"5' 10""",185 lbs.,--,Southpaw,2,3,--,--
Cory Peterson,"6' 11""",400 lbs.,--,Orthodox,2,1,--,--
Sanford Alton Meeks,"6' 5""",265 lbs.,"75.0""",Orthodox,1,1,"Apr 05, 1994",1994
Todd Medina,"5' 10""",193 lbs.,--,Southpaw,11,9,--,--
Gerald Meerschaert,"6' 1""",185 lbs.,"77.0""",Southpaw,37,17,"Dec 18, 1987",1987
Emil Meek,"5' 11""",170 lbs.,"74.0""",Switch,9,5,"Aug 20, 1988",1988
Jose Daniel Medina,"6' 0""",185 lbs.,"74.0""",Orthodox,11,4,"May 17, 1991",1991
Jason Medina,"5' 9""",180 lbs.,--,,21,15,--,--
Leiticia Pestova,"5' 6""",135 lbs.,--,Orthodox,0,2,"Jan 15, 1984",1984
Tony Petarra,"5' 11""",196 lbs.,--,Orthodox,2,3,--,--
Uros Medic,"6' 1""",170 lbs.,"71.0""",Southpaw,10,2,"Apr 25, 1993",1993
Mike Perry,"5' 10""",170 lbs.,"71.0""",Orthodox,14,8,"Sep 15, 1991",1991
Jay Perrin,"5' 7""",135 lbs.,"67.0""",Switch,10,7,"Jun 15, 1993",1993
Viktor Pesta,"6' 3""",240 lbs.,"77.0""",Orthodox,10,4,"Jul 15, 1990",1990
Raphael Pessoa,"6' 3""",262 lbs.,"78.0""",Orthodox,10,2,"Mar 09, 1989",1989
Thiago Perpetuo,"5' 10""",170 lbs.,--,Orthodox,9,4,"Dec 14, 1987",1987
Hernani Perpetuo,"6' 0""",170 lbs.,--,Orthodox,18,5,"May 24, 1985",1985
Kaline Medeiros,"5' 3""",115 lbs.,--,,8,5,--,--
Anthony Perosh,"6' 3""",205 lbs.,"75.0""",Orthodox,15,10,"Oct 05, 1972",1972
MarQuel Mederos,"5' 10""",155 lbs.,"69.0""",Orthodox,9,1,"Nov 30, 1996",1996
Anistavio Medeiros,"5' 6""",145 lbs.,--,Orthodox,19,10,"May 01, 1988",1988
Daniel McWilliams,"6' 1""",185 lbs.,--,,15,37,--,--
Yancy Medeiros,"5' 10""",155 lbs.,"75.0""",Orthodox,15,8,"Sep 07, 1987",1987
Tim Means,"6' 2""",170 lbs.,"75.0""",Orthodox,33,16,"Feb 20, 1984",1984
Charles McTorry,--,--,--,,3,0,--,--
Ailin Perez,"5' 5""",135 lbs.,"66.0""",Switch,10,2,"Oct 05, 1994",1994
James McSweeney,"6' 4""",230 lbs.,"77.0""",Switch,15,15,"Oct 24, 1980",1980
Tommy McMillen,--,145 lbs.,--,,6,0,"Dec 15, 1997",1997
Sara McMann,"5' 6""",135 lbs.,"66.0""",Orthodox,13,6,"Sep 24, 1980",1980
Alex Perez,"5' 6""",125 lbs.,"65.0""",Orthodox,25,9,"Mar 21, 1992",1992
Frankie Perez,"5' 11""",155 lbs.,"73.0""",Orthodox,10,4,"May 11, 1989",1989
Markus Perez,"6' 1""",185 lbs.,"73.0""",Orthodox,12,5,"Jun 22, 1988",1988
Jose Perez,--,--,--,,1,0,--,--
Erik Perez,"5' 8""",135 lbs.,"68.0""",Orthodox,17,6,"Nov 19, 1989",1989
Alejandro Perez,"5' 6""",135 lbs.,"67.0""",Orthodox,23,9,"Sep 02, 1989",1989
Philip Perez,"5' 5""",155 lbs.,--,Southpaw,7,5,--,--
Jason McLean,"5' 5""",145 lbs.,--,,6,7,--,--
Brian McLaughlin,"5' 9""",155 lbs.,--,,6,2,"May 12, 1984",1984
Rolando Perez,"5' 8""",135 lbs.,--,Orthodox,7,5,--,--
Terrance McKinney,"5' 10""",155 lbs.,"73.0""",Switch,15,7,"Sep 15, 1994",1994
Luciano Pereira,--,125 lbs.,--,Orthodox,13,1,"Jan 09, 2001",2001
Tim McKenzie,"6' 0""",185 lbs.,"74.0""",Orthodox,14,9,"Jul 21, 1982",1982
Garreth McLellan,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,"Sep 01, 1982",1982
Cody McKenzie,"6' 0""",155 lbs.,"72.0""",Switch,16,10,"Dec 16, 1987",1987
Cory McKenna,"5' 3""",115 lbs.,"58.0""",Orthodox,8,3,"Jul 11, 1999",1999
Antonio McKee,"5' 8""",155 lbs.,--,Southpaw,29,6,"Mar 12, 1970",1970
Rhys McKee,"6' 2""",170 lbs.,"78.0""",Orthodox,13,6,"Sep 10, 1995",1995
Alex Pereira,"6' 4""",205 lbs.,"79.0""",Orthodox,11,2,"Jul 07, 1987",1987
Daniel Pereira,"5' 10""",185 lbs.,--,,9,2,"Dec 13, 1990",1990
AJ McKee,"5' 10""",145 lbs.,--,,8,0,--,--
Michel Pereira,"6' 1""",185 lbs.,"73.0""",Orthodox,31,11,"Oct 06, 1993",1993
Viviane Pereira,"5' 1""",115 lbs.,"63.0""",Orthodox,13,2,"Aug 28, 1993",1993
Ray Perales,"5' 10""",170 lbs.,--,Orthodox,13,22,--,--
Godofredo Pepey,"5' 7""",145 lbs.,"73.0""",Orthodox,13,6,"Jul 02, 1987",1987
Robert Peralta,"5' 8""",145 lbs.,"71.0""",Orthodox,18,8,"Mar 14, 1986",1986
Tecia Pennington,"5' 1""",115 lbs.,"60.0""",Orthodox,13,7,"Aug 16, 1989",1989
Raquel Pennington,"5' 7""",135 lbs.,"67.0""",Orthodox,16,9,"Sep 05, 1988",1988
Jerron Peoples,"6' 0""",170 lbs.,--,,4,3,"May 04, 1982",1982
Greg McIntyre,"5' 10""",155 lbs.,--,Orthodox,6,4,"Apr 21, 1980",1980
Conor McGregor,"5' 9""",155 lbs.,"74.0""",Southpaw,22,6,"Jul 14, 1988",1988
Ryan McGillivray,"5' 11""",170 lbs.,--,,12,0,"Sep 27, 1986",1986
Jack McGlaughlin,--,--,--,Orthodox,1,4,--,--
Gan McGee,"6' 10""",265 lbs.,--,Orthodox,13,5,"Nov 20, 1976",1976
Ryan McGivern,"6' 0""",185 lbs.,--,Orthodox,13,7,"Jan 17, 1980",1980
Marcus McGhee,"5' 8""",135 lbs.,"69.0""",Orthodox,9,1,"May 07, 1990",1990
Liam McGeary,"6' 6""",205 lbs.,--,,12,2,"Oct 04, 1982",1982
Court McGee,"5' 11""",170 lbs.,"75.0""",Orthodox,22,13,"Dec 12, 1984",1984
Nick Penner,"6' 4""",205 lbs.,--,Southpaw,11,3,"Mar 26, 1980",1980
Justin Pennington,"5' 4""",--,--,,3,3,--,--
Drew Pendleton,--,145 lbs.,--,,5,0,"Dec 08, 1983",1983
Jessica Penne,"5' 5""",115 lbs.,"67.0""",Orthodox,14,8,"Jan 30, 1983",1983
Cathal Pendred,"6' 1""",170 lbs.,"75.0""",Orthodox,17,4,"Sep 02, 1987",1987
Matej Penaz,"6' 3""",185 lbs.,"83.0""",Southpaw,6,1,"Oct 14, 1996",1996
Sherman Pendergarst,"6' 1""",235 lbs.,--,Orthodox,11,18,"Aug 01, 1967",1967
Felipe Pena,--,--,--,,0,0,"Oct 19, 1991",1991
BJ Penn,"5' 9""",155 lbs.,"70.0""",Orthodox,16,14,"Dec 13, 1978",1978
Drew McFedries,"6' 0""",185 lbs.,"72.0""",Southpaw,12,7,"Jul 27, 1978",1978
Justin McElfresh,"6' 6""",205 lbs.,--,Orthodox,6,4,"Jan 04, 1980",1980
Miles McDonald,"5' 7""",115 lbs.,--,,2,1,"Aug 13, 1991",1991
Scott McDonald,--,--,--,,1,0,--,--
Michael McDonald,"5' 11""",205 lbs.,--,Orthodox,1,1,"Feb 06, 1965",1965
Michael McDonald,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,"Jan 15, 1991",1991
Josh McDonald,--,185 lbs.,--,,9,5,--,--
Robert McDaniel,"6' 3""",185 lbs.,"75.0""",Southpaw,28,10,"May 03, 1983",1983
Luis Pena,"6' 3""",155 lbs.,"75.0""",Southpaw,9,3,"Jul 05, 1993",1993
Justin McCully,"6' 1""",225 lbs.,"73.0""",Orthodox,11,5,"Feb 18, 1976",1976
Julianna Pena,"5' 6""",135 lbs.,"69.0""",Orthodox,12,5,"Aug 19, 1989",1989
Yan Pellerin,"5' 11""",205 lbs.,--,Orthodox,11,13,--,--
Kurt Pellegrino,"5' 8""",155 lbs.,"70.0""",Orthodox,16,7,"May 07, 1979",1979
Filip Pejic,"5' 8""",135 lbs.,--,Orthodox,12,2,"Jul 21, 1992",1992
Willie Peeters,"5' 9""",220 lbs.,--,Orthodox,9,10,"Oct 26, 1965",1965
Matt Pedro,--,--,--,,3,1,--,--
Tyson Pedro,"6' 3""",205 lbs.,"79.0""",Orthodox,10,5,"Sep 17, 1991",1991
Trevor Peek,"5' 9""",155 lbs.,"70.0""",Switch,9,2,"Jan 09, 1995",1995
Rob McCullough,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,"May 26, 1977",1977
Danni McCormack,"5' 4""",125 lbs.,"62.0""",Southpaw,9,2,"Mar 15, 1990",1990
Kris McCray,"6' 0""",170 lbs.,"76.0""",Orthodox,8,5,"Sep 24, 1981",1981
Sean McCorkle,"6' 7""",265 lbs.,"81.0""",Orthodox,17,7,"Jul 17, 1976",1976
Tamdan McCrory,"6' 4""",185 lbs.,"76.0""",Switch,14,5,"Nov 05, 1986",1986
Charles McCarthy,"5' 10""",185 lbs.,"71.0""",Orthodox,10,5,"Aug 06, 1980",1980
Molly McCann,"5' 4""",115 lbs.,"62.0""",Orthodox,14,7,"May 04, 1990",1990
Ian McCall,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,"May 07, 1984",1984
Michael McBride,"6' 1""",155 lbs.,--,Orthodox,8,3,"Mar 09, 1986",1986
Carlo Pedersoli Jr.,"5' 11""",170 lbs.,"75.0""",Southpaw,11,3,"Jun 08, 1993",1993
Andre Pederneiras,"5' 8""",155 lbs.,--,Orthodox,1,1,"Mar 22, 1967",1967
Ross Pearson,"5' 8""",155 lbs.,"69.0""",Orthodox,20,16,"Sep 26, 1984",1984
Joe Pearson,"5' 10""",145 lbs.,--,Orthodox,45,30,"Mar 28, 1978",1978
Jonathan Pearce,"6' 0""",145 lbs.,"71.0""",Switch,14,6,"May 01, 1992",1992
Roland Payne,"5' 9""",205 lbs.,--,Orthodox,0,1,--,--
Sarah Payant,"5' 4""",115 lbs.,--,,1,4,--,--
Estevan Payan,"5' 10""",145 lbs.,--,Orthodox,16,12,"Mar 14, 1982",1982
Sergei Pavlovich,"6' 3""",257 lbs.,"84.0""",Southpaw,18,3,"May 13, 1992",1992
Francesco Mazzeo,--,205 lbs.,--,,4,0,"Sep 23, 1997",1997
Pawel Pawlak,"6' 0""",170 lbs.,"73.0""",Orthodox,12,3,"Feb 08, 1989",1989
Bobby McAndrews,--,--,--,Orthodox,1,3,--,--
Scott McAfee,"5' 8""",155 lbs.,--,Orthodox,14,7,"Aug 23, 1983",1983
Sabina Mazo,"5' 7""",125 lbs.,"70.0""",Orthodox,9,4,"Mar 25, 1997",1997
Brooke Mayo,"5' 7""",125 lbs.,--,,0,1,--,--
Gina Mazany,"5' 6""",125 lbs.,"68.0""",Southpaw,7,6,"Aug 19, 1988",1988
Don'Tale Mayes,"6' 6""",260 lbs.,"81.0""",Orthodox,11,7,"Jan 16, 1992",1992
Thomas Paull,"5' 7""",155 lbs.,"67.0""",Orthodox,11,4,"Oct 15, 1994",1994
Jack May,"6' 8""",255 lbs.,--,Switch,9,3,"Apr 14, 1981",1981
Jeremy May,"6' 1""",185 lbs.,--,,13,10,"Oct 23, 1986",1986
Gray Maynard,"5' 9""",155 lbs.,"70.0""",Orthodox,13,7,"May 09, 1979",1979
Julio Paulino,"6' 0""",170 lbs.,--,Orthodox,23,5,"Dec 04, 1975",1975
Zac Pauga,"6' 2""",205 lbs.,"76.0""",Orthodox,7,3,"Feb 25, 1988",1988
Alan Patrick,"5' 11""",155 lbs.,"74.0""",Southpaw,15,4,"Jul 19, 1983",1983
Russell Patrick,"5' 9""",145 lbs.,--,,6,4,--,--
Sam Patterson,"6' 3""",170 lbs.,"78.0""",Orthodox,12,2,"Apr 30, 1996",1996
Jorge Patino,"5' 8""",170 lbs.,--,Orthodox,38,19,"Aug 05, 1973",1973
Justin Patterson,"5' 10""",170 lbs.,--,,9,3,"Dec 07, 1985",1985
Michael Patt,"6' 0""",205 lbs.,--,Orthodox,12,4,--,--
Claude Patrick,"5' 11""",170 lbs.,"75.0""",Orthodox,14,2,"Jun 14, 1980",1980
Elaina Maxwell,"5' 8""",145 lbs.,--,Orthodox,7,4,"Dec 16, 1978",1978
Miranda Maverick,"5' 3""",125 lbs.,"65.0""",Southpaw,16,5,"Jul 01, 1997",1997
Nick Maximov,"6' 0""",185 lbs.,"76.0""",Southpaw,8,2,"Dec 23, 1997",1997
Vladimir Matyushenko,"6' 0""",205 lbs.,"74.0""",Orthodox,27,8,"Jan 04, 1971",1971
John Matua,"6' 2""",400 lbs.,--,Orthodox,1,4,--,--
Francesco Maturi,--,--,--,,0,1,--,--
Jake Matthews,"5' 11""",170 lbs.,"73.0""",Orthodox,20,7,"Aug 19, 1994",1994
Connor Matthews,"5' 8""",145 lbs.,"71.0""",Switch,7,2,"May 31, 1992",1992
Claudio Mattos,--,185 lbs.,--,Orthodox,5,4,--,--
Windri Patilima,"5' 6""",155 lbs.,"71.0""",Southpaw,8,1,"Jul 19, 1993",1993
Jhonoven Pati,"6' 1""",185 lbs.,"75.0""",Switch,6,4,"Aug 29, 1990",1990
Billy Pasulatan,"5' 5""",125 lbs.,"66.0""",Switch,10,3,"Aug 07, 1991",1991
Ramona Pascual,"5' 7""",135 lbs.,"66.0""",Southpaw,6,5,"Sep 23, 1988",1988
Onassis Parungao,"5' 11""",200 lbs.,--,,2,1,--,--
Jonny Parsons,"5' 9""",170 lbs.,"69.0""",Orthodox,9,3,"Sep 06, 1991",1991
Preston Parsons,"5' 11""",170 lbs.,"71.0""",Orthodox,11,5,"Jul 15, 1995",1995
Jordan Parsons,"5' 9""",145 lbs.,--,,11,2,"Aug 26, 1990",1990
Willie Parks,"5' 10""",185 lbs.,--,,5,2,"Nov 04, 1983",1983
Naoki Matsushita,"5' 6""",155 lbs.,--,Orthodox,12,16,--,--
AJ Matthews,"5' 11""",185 lbs.,--,,8,7,--,--
Koyomi Matsushima,"5' 7""",145 lbs.,"66.0""",Orthodox,13,6,"Oct 08, 1992",1992
Jean Matsumoto,"5' 6""",135 lbs.,"68.0""",Orthodox,15,0,"Sep 09, 1999",1999
Tateki Matsuda,"5' 7""",125 lbs.,--,Orthodox,13,8,"Feb 27, 1986",1986
Koichiro Matsumoto,"5' 7""",145 lbs.,--,,15,3,"Mar 07, 1986",1986
Al Matavao,"5' 8""",205 lbs.,"67.0""",Orthodox,8,3,"Feb 23, 1994",1994
Toki Matsui,"5' 6""",125 lbs.,"65.0""",Orthodox,6,1,"Sep 08, 1999",1999
Mick Parkin,"6' 4""",265 lbs.,"79.0""",Orthodox,10,0,"Oct 02, 1995",1995
Daijiro Matsui,"5' 9""",200 lbs.,--,Orthodox,13,29,"Dec 05, 1972",1972
Tyra Parker,"5' 5""",115 lbs.,--,Orthodox,4,5,--,--
Jorge Masvidal,"5' 11""",170 lbs.,"74.0""",Orthodox,35,17,"Nov 12, 1984",1984
Harvey Park,"6' 0""",155 lbs.,"70.0""",Orthodox,12,3,"Mar 22, 1986",1986
Larry Parker,"5' 11""",205 lbs.,--,Orthodox,13,6,--,--
Ryan Parker,"6' 3""",235 lbs.,--,Southpaw,0,1,--,--
HyunSung Park,"5' 7""",125 lbs.,"66.0""",Orthodox,9,0,"Nov 04, 1995",1995
Jae Hyun Park,"5' 8""",155 lbs.,"72.0""",Orthodox,6,2,"Dec 12, 2001",2001
Norman Parke,"5' 11""",155 lbs.,"70.0""",Southpaw,23,6,"Dec 22, 1986",1986
JunYong Park,"5' 10""",185 lbs.,"73.0""",Orthodox,17,6,"Feb 27, 1991",1991
Won Sik Park,"5' 11""",154 lbs.,--,Orthodox,11,7,--,--
Tiffany Masters,"5' 3""",115 lbs.,"65.0""",Orthodox,2,1,"Jul 31, 1994",1994
Jameel Massouh,"5' 10""",145 lbs.,"72.0""",Orthodox,26,9,"Sep 12, 1984",1984
Shoji Maruyama,"5' 7""",139 lbs.,--,Orthodox,12,9,"Apr 24, 1983",1983
Bristol Marunde,"6' 1""",170 lbs.,"75.0""",Orthodox,16,10,"Apr 20, 1982",1982
Islem Masraf,--,265 lbs.,--,,3,0,--,--
Mike Massenzio,"6' 2""",185 lbs.,"73.0""",Southpaw,13,9,"Nov 01, 1982",1982
Kazuma Maruyama,"5' 11""",155 lbs.,"72.0""",Orthodox,11,7,"Jul 19, 1992",1992
Max Martyniouk,--,155 lbs.,--,,1,1,--,--
Lucas Martins,"6' 0""",145 lbs.,"72.0""",Southpaw,19,3,"Nov 11, 1988",1988
Adriano Martins,"5' 10""",155 lbs.,"72.0""",Southpaw,28,9,"Dec 16, 1982",1982
Josh Parisian,"6' 4""",265 lbs.,"79.0""",Orthodox,15,8,"Jun 28, 1989",1989
Ido Pariente,"5' 8""",155 lbs.,--,Orthodox,13,6,--,--
Remco Pardoel,"6' 3""",260 lbs.,--,Southpaw,9,6,--,--
Joe Pardo,"6' 1""",210 lbs.,--,Southpaw,4,6,--,--
Bryan Pardoe,"6' 1""",205 lbs.,--,Orthodox,13,16,--,--
Kathryn Paprocki,"5' 3""",115 lbs.,"63.0""",Orthodox,3,2,"Apr 28, 1993",1993
Yuri Panferov,"6' 1""",185 lbs.,"72.0""",Orthodox,6,1,"Aug 30, 1996",1996
Jared Papazian,"5' 8""",135 lbs.,"67.0""",Southpaw,20,13,"Feb 01, 1988",1988
Roque Martinez,"5' 10""",250 lbs.,"72.0""",Orthodox,15,8,"Mar 04, 1986",1986
Wagner da Conceicao Martins,"6' 7""",390 lbs.,--,Orthodox,9,8,"May 19, 1978",1978
Victor Martinez,"5' 8""",155 lbs.,"70.0""",Orthodox,13,6,"Jul 17, 1991",1991
Juliette Martinez,--,115 lbs.,--,,7,0,"Sep 14, 2004",2004
Melissa Martinez,"5' 2""",115 lbs.,"66.0""",Southpaw,7,1,"Aug 18, 1997",1997
Poppies Martinez,"5' 9""",145 lbs.,--,,29,11,"Aug 19, 1983",1983
Andrew Martinez,"5' 9""",215 lbs.,--,,9,6,--,--
Alexandre Pantoja,"5' 5""",125 lbs.,"67.0""",Orthodox,28,5,"Apr 16, 1990",1990
Mana Martinez,"5' 10""",135 lbs.,"70.0""",Orthodox,10,4,"Mar 25, 1996",1996
Jonathan Martinez,"5' 8""",135 lbs.,"70.0""",Southpaw,19,5,"Apr 20, 1994",1994
Rousimar Palhares,"5' 8""",170 lbs.,"71.0""",Orthodox,19,8,"Feb 26, 1980",1980
Tulio Palhares,"5' 10""",180 lbs.,--,,2,16,--,--
Ruel Panales,"5' 5""",125 lbs.,"67.0""",Southpaw,6,2,"Dec 07, 1996",1996
Sasha Palatnikov,"6' 1""",170 lbs.,"72.0""",Switch,6,4,"Mar 15, 1989",1989
Bart Palaszewski,"5' 9""",145 lbs.,"70.0""",Orthodox,36,17,"May 30, 1983",1983
Soa Palelei,"6' 4""",265 lbs.,"81.0""",Orthodox,22,5,"Jul 12, 1977",1977
Eduardo Pamplona,"5' 11""",170 lbs.,--,,16,4,"Feb 20, 1973",1973
Rainy Martinez,"6' 0""",199 lbs.,--,Orthodox,0,2,--,--
Michal Martinek,"6' 2""",230 lbs.,--,Southpaw,7,1,"Apr 19, 1990",1990
Mallory Martin,"5' 4""",115 lbs.,"63.0""",Orthodox,7,5,"Jan 29, 1994",1994
Stephen Palling,"5' 4""",143 lbs.,--,,11,7,"Jan 29, 1967",1967
Danny Martinez,"5' 6""",125 lbs.,"67.0""",Orthodox,21,8,"Jun 14, 1985",1985
Ricky Palacios,"5' 6""",145 lbs.,--,Orthodox,10,1,"Jul 05, 1987",1987
Justin Martin,"6' 0""",185 lbs.,--,,4,3,--,--
Anthony Rocco Martin,"6' 0""",170 lbs.,"73.0""",Orthodox,17,6,"Dec 11, 1989",1989
Joe Martin,"5' 9""",170 lbs.,--,,6,8,--,--
Henry Martinez,"5' 7""",155 lbs.,"69.0""",Southpaw,9,4,"Aug 07, 1983",1983
Alonzo Martinez,"5' 10""",155 lbs.,--,,42,20,"Apr 22, 1984",1984
Dave Martin,"6' 0""",205 lbs.,--,,0,2,--,--
Chris Lytle,"5' 11""",170 lbs.,"68.0""",Orthodox,31,18,"Aug 18, 1974",1974
Dinis Paiva Jr.,"5' 9""",145 lbs.,"71.0""",Southpaw,13,8,"May 26, 1988",1988
Luis Pajuelo,"5' 10""",145 lbs.,"69.0""",Orthodox,8,2,"Dec 18, 1994",1994
Jose Palacios,"5' 9""",145 lbs.,--,Orthodox,3,2,--,--
Raulian Paiva,"5' 8""",135 lbs.,"69.0""",Orthodox,21,5,"Oct 17, 1995",1995
Fredson Paixao,"5' 6""",145 lbs.,"66.0""",Orthodox,10,5,"May 13, 1979",1979
Dustin Pague,"5' 9""",135 lbs.,"74.0""",Orthodox,12,11,"Aug 05, 1987",1987
Josh Paiva,"5' 6""",125 lbs.,--,,8,2,"Apr 05, 1991",1991
Michael Page,"6' 3""",170 lbs.,"79.0""",Switch,22,3,"Apr 07, 1987",1987
Damacio Page,"5' 6""",135 lbs.,"66.0""",Orthodox,19,10,"Sep 30, 1982",1982
Terry Martin,"5' 8""",185 lbs.,"71.0""",Orthodox,23,11,"Oct 10, 1980",1980
Eric Martin,--,--,--,,0,1,--,--
David Marshall,"6' 2""",170 lbs.,--,,8,4,"Aug 24, 1984",1984
Chris Padilla,"5' 9""",155 lbs.,"74.0""",Orthodox,14,6,"Sep 14, 1995",1995
Eliot Marshall,"6' 2""",205 lbs.,"77.0""",Orthodox,10,4,"Jul 07, 1980",1980
Doug Marshall,"5' 10""",205 lbs.,--,Orthodox,18,8,"Sep 09, 1975",1975
Francis Marshall,"5' 9""",145 lbs.,"72.0""",Orthodox,8,2,"Mar 03, 1999",1999
Jack Marshman,"6' 0""",185 lbs.,"73.0""",Orthodox,23,10,"Dec 19, 1989",1989
CJ Marsh,--,--,--,,5,7,--,--
John Marsh,"6' 0""",265 lbs.,--,Orthodox,8,7,"Sep 15, 1970",1970
Cesar Marscucci,--,--,--,,3,2,--,--
Adam Lynn,"5' 10""",155 lbs.,--,Orthodox,17,10,--,--
Lv Zhenhong,"5' 8""",145 lbs.,"67.0""",Switch,16,6,"Jun 25, 1993",1993
Stevie Lynch,"5' 10""",170 lbs.,--,Orthodox,5,2,--,--
Tucker Lutz,"5' 8""",145 lbs.,"72.0""",Orthodox,12,4,"Jul 12, 1994",1994
Vicente Luque,"5' 11""",170 lbs.,"75.0""",Orthodox,22,10,"Nov 27, 1991",1991
Travis Lutter,"5' 11""",185 lbs.,"75.0""",Orthodox,10,6,"May 12, 1973",1973
Thaddeus Luster,"6' 3""",210 lbs.,--,,0,1,--,--
Joilton Lutterbach,"6' 1""",185 lbs.,"75.0""",Orthodox,38,9,"Nov 05, 1992",1992
Gary Padilla,"5' 11""",205 lbs.,--,,12,6,"May 04, 1980",1980
Cyrillo Padilha,"5' 11""",155 lbs.,--,,3,3,"Jan 23, 1978",1978
Alexandru Lungu,"6' 0""",385 lbs.,--,Orthodox,14,4,"Sep 03, 1974",1974
George Pacurariu,"5' 7""",135 lbs.,--,,10,5,"Jul 28, 1984",1984
Angel Pacheco,"5' 8""",135 lbs.,"70.0""",Orthodox,7,3,"Jan 13, 1992",1992
Carmelo Marrero,"6' 0""",205 lbs.,"73.0""",Orthodox,16,6,"Jan 26, 1981",1981
Nick Pace,"5' 7""",135 lbs.,"68.0""",Orthodox,8,3,"Apr 17, 1987",1987
Danilo Marques,"6' 6""",205 lbs.,"77.0""",Orthodox,11,4,"Dec 26, 1985",1985
Julian Marquez,"6' 2""",185 lbs.,"72.0""",Orthodox,9,5,"May 08, 1990",1990
Teemu Packalen,"6' 1""",155 lbs.,"75.0""",Orthodox,8,3,"May 22, 1987",1987
Brendon Marotte,"5' 9""",145 lbs.,"70.0""",Orthodox,8,2,"Jan 12, 1996",1996
Larissa Pacheco,"5' 7""",135 lbs.,--,Orthodox,10,2,"Sep 07, 1994",1994
Nate Marquardt,"6' 0""",185 lbs.,"74.0""",Orthodox,35,19,"Apr 20, 1979",1979
Christina Marks,"5' 7""",125 lbs.,"69.0""",Orthodox,8,9,"Nov 08, 1985",1985
Mike Lullo,"5' 8""",145 lbs.,--,Orthodox,8,3,"Jul 24, 1979",1979
Rory Markham,"6' 0""",170 lbs.,"71.0""",Orthodox,17,6,"Mar 25, 1982",1982
Paula Luna,"5' 2""",125 lbs.,"62.0""",Orthodox,5,3,"Jul 05, 1999",1999
Duane Ludwig,"5' 10""",170 lbs.,"70.0""",Orthodox,21,14,"Aug 04, 1978",1978
Randa Markos,"5' 4""",115 lbs.,"63.0""",Orthodox,11,12,"Aug 10, 1985",1985
Dalcha Lungiambula,"5' 8""",185 lbs.,"76.0""",Orthodox,11,6,"Jul 31, 1987",1987
Iasmin Lucindo,"5' 3""",115 lbs.,"66.0""",Orthodox,16,5,"Jan 08, 2002",2002
